"year","age","team","td","id","total_tds","actual","adjusted_age"
1979,38,"BUF",0,"M/MunsBi00",84,1,0
2010,23,"CIN",0,"D/DaltAn00",0,0,0
2011,24,"CIN",20,"D/DaltAn00",20,1,0
2012,25,"CIN",27,"D/DaltAn00",47,1,0
2013,26,"CIN",33,"D/DaltAn00",80,1,0
2013.41176470588,26.4117647058824,"CIN",6,"D/DaltAn00",86,1,1
1985,23,"CHI",0,"F/FlutDo00",0,0,0
1986,24,"CHI",3,"F/FlutDo00",3,1,0
1987,25,"2TM",1,"F/FlutDo00",4,1,0
1988,26,"NWE",8,"F/FlutDo00",12,1,0
1989,27,"NWE",2,"F/FlutDo00",14,1,0
1998,36,"BUF",20,"F/FlutDo00",34,1,0
1999,37,"BUF",19,"F/FlutDo00",53,1,0
2000,38,"BUF",8,"F/FlutDo00",61,1,0
2001,39,"SDG",15,"F/FlutDo00",76,1,0
2002,40,"SDG",0,"F/FlutDo00",76,1,0
2003,41,"SDG",9,"F/FlutDo00",85,1,0
2004,42,"SDG",1,"F/FlutDo00",86,1,0
2005,43,"NWE",0,"F/FlutDo00",86,1,0
1980,23,"OAK",0,"W/WilsMa00",0,1,0
1981,24,"OAK",14,"W/WilsMa00",14,1,0
1982,25,"RAI",0,"W/WilsMa00",14,1,0
1983,26,"RAI",8,"W/WilsMa00",22,1,0
1984,27,"RAI",15,"W/WilsMa00",37,1,0
1985,28,"RAI",16,"W/WilsMa00",53,1,0
1986,29,"RAI",12,"W/WilsMa00",65,1,0
1987,30,"RAI",12,"W/WilsMa00",77,1,0
1989,32,"NWE",3,"W/WilsMa00",80,1,0
1990,33,"NWE",6,"W/WilsMa00",86,1,0
2005,24,"WAS",0,"C/CampJa00",0,0,0
2006,25,"WAS",10,"C/CampJa00",10,1,0
2007,26,"WAS",12,"C/CampJa00",22,1,0
2008,27,"WAS",13,"C/CampJa00",35,1,0
2009,28,"WAS",20,"C/CampJa00",55,1,0
2010,29,"OAK",13,"C/CampJa00",68,1,0
2011,30,"OAK",6,"C/CampJa00",74,1,0
2012,31,"CHI",2,"C/CampJa00",76,1,0
2013,32,"CLE",11,"C/CampJa00",87,1,0
2013.41176470588,32.4117647058824,"CIN",0,"C/CampJa00",87,1,1
1985,23,"CHI",0,"T/TomcMi00",0,1,0
1986,24,"CHI",2,"T/TomcMi00",2,1,0
1987,25,"CHI",5,"T/TomcMi00",7,1,0
1988,26,"CHI",7,"T/TomcMi00",14,1,0
1989,27,"CHI",16,"T/TomcMi00",30,1,0
1990,28,"CHI",3,"T/TomcMi00",33,1,0
1991,29,"GNB",11,"T/TomcMi00",44,1,0
1992,30,"CLE",7,"T/TomcMi00",51,1,0
1993,31,"PIT",2,"T/TomcMi00",53,1,0
1994,32,"PIT",4,"T/TomcMi00",57,1,0
1995,33,"PIT",1,"T/TomcMi00",58,1,0
1996,34,"PIT",15,"T/TomcMi00",73,1,0
1997,35,"PIT",1,"T/TomcMi00",74,1,0
1998,36,"PIT",2,"T/TomcMi00",76,1,0
1999,37,"PIT",12,"T/TomcMi00",88,1,0
2001,23,"JAX",0,"G/GarrDa00",0,0,0
2002,24,"JAX",1,"G/GarrDa00",1,1,0
2003,25,"JAX",1,"G/GarrDa00",2,1,0
2004,26,"JAX",2,"G/GarrDa00",4,1,0
2005,27,"JAX",4,"G/GarrDa00",8,1,0
2006,28,"JAX",10,"G/GarrDa00",18,1,0
2007,29,"JAX",18,"G/GarrDa00",36,1,0
2008,30,"JAX",15,"G/GarrDa00",51,1,0
2009,31,"JAX",15,"G/GarrDa00",66,1,0
2010,32,"JAX",23,"G/GarrDa00",89,1,0
2013,35,"NYJ",0,"G/GarrDa00",89,1,0
1988,23,"WAS",0,"H/HumpSt00",0,0,0
1989,24,"WAS",1,"H/HumpSt00",1,1,0
1990,25,"WAS",3,"H/HumpSt00",4,1,0
1992,27,"SDG",16,"H/HumpSt00",20,1,0
1993,28,"SDG",12,"H/HumpSt00",32,1,0
1994,29,"SDG",17,"H/HumpSt00",49,1,0
1995,30,"SDG",17,"H/HumpSt00",66,1,0
1996,31,"SDG",18,"H/HumpSt00",84,1,0
1997,32,"SDG",5,"H/HumpSt00",89,1,0
1939,23,"PIT",0,"T/ThomTo21",0,0,0
1940,24,"PIT",1,"T/ThomTo21",1,1,0
1941,25,"PHI",8,"T/ThomTo21",9,1,0
1942,26,"PHI",8,"T/ThomTo21",17,1,0
1945,29,"PHI",0,"T/ThomTo21",17,1,0
1946,30,"PHI",6,"T/ThomTo21",23,1,0
1947,31,"PHI",16,"T/ThomTo21",39,1,0
1948,32,"PHI",25,"T/ThomTo21",64,1,0
1949,33,"PHI",16,"T/ThomTo21",80,1,0
1950,34,"PHI",11,"T/ThomTo21",91,1,0
1946,20,"BUF",0,"R/RattGe00",0,0,0
1947,21,"BUF",22,"R/RattGe00",22,1,0
1948,22,"BUF",16,"R/RattGe00",38,1,0
1949,23,"BUF",14,"R/RattGe00",52,1,0
1950,24,"NYY",22,"R/RattGe00",74,1,0
1951,25,"NYY",2,"R/RattGe00",76,1,0
1952,26,"CLE",1,"R/RattGe00",77,1,0
1953,27,"CLE",4,"R/RattGe00",81,1,0
1954,28,"CLE",3,"R/RattGe00",84,1,0
1955,29,"CLE",6,"R/RattGe00",90,1,0
1956,30,"CLE",1,"R/RattGe00",91,1,0
1986,22,"ATL",0,"K/KramEr00",0,0,0
1987,23,"ATL",4,"K/KramEr00",4,1,0
1991,27,"DET",11,"K/KramEr00",15,1,0
1992,28,"DET",4,"K/KramEr00",19,1,0
1993,29,"DET",8,"K/KramEr00",27,1,0
1994,30,"CHI",8,"K/KramEr00",35,1,0
1995,31,"CHI",29,"K/KramEr00",64,1,0
1996,32,"CHI",3,"K/KramEr00",67,1,0
1997,33,"CHI",14,"K/KramEr00",81,1,0
1998,34,"CHI",9,"K/KramEr00",90,1,0
1999,35,"SDG",2,"K/KramEr00",92,1,0
1959,22,"OAK",0,"F/FlorTo00",0,0,0
1960,23,"OAK",12,"F/FlorTo00",12,1,0
1961,24,"OAK",15,"F/FlorTo00",27,1,0
1963,26,"OAK",20,"F/FlorTo00",47,1,0
1964,27,"OAK",7,"F/FlorTo00",54,1,0
1965,28,"OAK",14,"F/FlorTo00",68,1,0
1966,29,"OAK",24,"F/FlorTo00",92,1,0
1967,30,"BUF",0,"F/FlorTo00",92,1,0
1968,31,"BUF",0,"F/FlorTo00",92,1,0
1969,32,"2TM",1,"F/FlorTo00",93,1,0
1985,24,"NYG",0,"H/HostJe00",0,1,0
1986,25,"NYG",0,"H/HostJe00",0,1,0
1988,27,"NYG",1,"H/HostJe00",1,1,0
1989,28,"NYG",3,"H/HostJe00",4,1,0
1990,29,"NYG",3,"H/HostJe00",7,1,0
1991,30,"NYG",5,"H/HostJe00",12,1,0
1992,31,"NYG",8,"H/HostJe00",20,1,0
1993,32,"RAI",14,"H/HostJe00",34,1,0
1994,33,"RAI",20,"H/HostJe00",54,1,0
1995,34,"OAK",12,"H/HostJe00",66,1,0
1996,35,"OAK",23,"H/HostJe00",89,1,0
1997,36,"WAS",5,"H/HostJe00",94,1,0
1991,23,"MIA",0,"M/MitcSc00",0,1,0
1992,24,"MIA",0,"M/MitcSc00",0,1,0
1993,25,"MIA",12,"M/MitcSc00",12,1,0
1994,26,"DET",10,"M/MitcSc00",22,1,0
1995,27,"DET",32,"M/MitcSc00",54,1,0
1996,28,"DET",17,"M/MitcSc00",71,1,0
1997,29,"DET",19,"M/MitcSc00",90,1,0
1998,30,"DET",1,"M/MitcSc00",91,1,0
1999,31,"BAL",1,"M/MitcSc00",92,1,0
2000,32,"CIN",3,"M/MitcSc00",95,1,0
2001,33,"CIN",0,"M/MitcSc00",95,1,0
2004,22,"NWE",0,"C/CassMa00",0,0,0
2005,23,"NWE",2,"C/CassMa00",2,1,0
2006,24,"NWE",0,"C/CassMa00",2,1,0
2007,25,"NWE",0,"C/CassMa00",2,1,0
2008,26,"NWE",21,"C/CassMa00",23,1,0
2009,27,"KAN",16,"C/CassMa00",39,1,0
2010,28,"KAN",27,"C/CassMa00",66,1,0
2011,29,"KAN",10,"C/CassMa00",76,1,0
2012,30,"KAN",6,"C/CassMa00",82,1,0
2013,31,"MIN",11,"C/CassMa00",93,1,0
2013.41176470588,31.4117647058824,"MIN",3,"C/CassMa00",96,1,1
1944,24,"RAM",0,"W/WateBo01",0,0,0
1945,25,"RAM",14,"W/WateBo01",14,1,0
1946,26,"RAM",17,"W/WateBo01",31,1,0
1947,27,"RAM",8,"W/WateBo01",39,1,0
1948,28,"RAM",14,"W/WateBo01",53,1,0
1949,29,"RAM",17,"W/WateBo01",70,1,0
1950,30,"RAM",11,"W/WateBo01",81,1,0
1951,31,"RAM",13,"W/WateBo01",94,1,0
1952,32,"RAM",3,"W/WateBo01",97,1,0
1963,22,"PIT",0,"N/NelsBi00",0,1,0
1964,23,"PIT",2,"N/NelsBi00",2,1,0
1965,24,"PIT",8,"N/NelsBi00",10,1,0
1966,25,"PIT",7,"N/NelsBi00",17,1,0
1967,26,"PIT",10,"N/NelsBi00",27,1,0
1968,27,"CLE",19,"N/NelsBi00",46,1,0
1969,28,"CLE",23,"N/NelsBi00",69,1,0
1970,29,"CLE",16,"N/NelsBi00",85,1,0
1971,30,"CLE",13,"N/NelsBi00",98,1,0
1972,31,"CLE",0,"N/NelsBi00",98,1,0
1967,21,"DET",0,"L/LandGr00",0,0,0
1968,22,"DET",2,"L/LandGr00",2,1,0
1969,23,"DET",4,"L/LandGr00",6,1,0
1970,24,"DET",9,"L/LandGr00",15,1,0
1971,25,"DET",16,"L/LandGr00",31,1,0
1972,26,"DET",18,"L/LandGr00",49,1,0
1973,27,"DET",3,"L/LandGr00",52,1,0
1974,28,"DET",3,"L/LandGr00",55,1,0
1975,29,"DET",1,"L/LandGr00",56,1,0
1976,30,"DET",17,"L/LandGr00",73,1,0
1977,31,"DET",6,"L/LandGr00",79,1,0
1978,32,"DET",1,"L/LandGr00",80,1,0
1979,33,"BAL",15,"L/LandGr00",95,1,0
1980,34,"BAL",2,"L/LandGr00",97,1,0
1981,35,"BAL",0,"L/LandGr00",97,1,0
1984,38,"CHI",1,"L/LandGr00",98,1,0
1993,23,"SFO",0,"G/GrbaEl00",0,0,0
1994,24,"SFO",2,"G/GrbaEl00",2,1,0
1995,25,"SFO",8,"G/GrbaEl00",10,1,0
1996,26,"SFO",8,"G/GrbaEl00",18,1,0
1997,27,"KAN",11,"G/GrbaEl00",29,1,0
1998,28,"KAN",5,"G/GrbaEl00",34,1,0
1999,29,"KAN",22,"G/GrbaEl00",56,1,0
2000,30,"KAN",28,"G/GrbaEl00",84,1,0
2001,31,"BAL",15,"G/GrbaEl00",99,1,0
1981,22,"MIN",0,"W/WilsWa00",0,1,0
1983,24,"MIN",1,"W/WilsWa00",1,1,0
1984,25,"MIN",5,"W/WilsWa00",6,1,0
1985,26,"MIN",3,"W/WilsWa00",9,1,0
1986,27,"MIN",7,"W/WilsWa00",16,1,0
1987,28,"MIN",14,"W/WilsWa00",30,1,0
1988,29,"MIN",15,"W/WilsWa00",45,1,0
1989,30,"MIN",9,"W/WilsWa00",54,1,0
1990,31,"MIN",9,"W/WilsWa00",63,1,0
1991,32,"MIN",3,"W/WilsWa00",66,1,0
1992,33,"ATL",13,"W/WilsWa00",79,1,0
1993,34,"NOR",12,"W/WilsWa00",91,1,0
1994,35,"NOR",0,"W/WilsWa00",91,1,0
1995,36,"DAL",1,"W/WilsWa00",92,1,0
1996,37,"DAL",0,"W/WilsWa00",92,1,0
1997,38,"DAL",0,"W/WilsWa00",92,1,0
1998,39,"OAK",7,"W/WilsWa00",99,1,0
1981,22,"CHI",0,"M/McMaJi00",0,0,0
1982,23,"CHI",9,"M/McMaJi00",9,1,0
1983,24,"CHI",12,"M/McMaJi00",21,1,0
1984,25,"CHI",8,"M/McMaJi00",29,1,0
1985,26,"CHI",15,"M/McMaJi00",44,1,0
1986,27,"CHI",5,"M/McMaJi00",49,1,0
1987,28,"CHI",12,"M/McMaJi00",61,1,0
1988,29,"CHI",6,"M/McMaJi00",67,1,0
1989,30,"SDG",10,"M/McMaJi00",77,1,0
1990,31,"PHI",0,"M/McMaJi00",77,1,0
1991,32,"PHI",12,"M/McMaJi00",89,1,0
1992,33,"PHI",1,"M/McMaJi00",90,1,0
1993,34,"MIN",9,"M/McMaJi00",99,1,0
1994,35,"ARI",1,"M/McMaJi00",100,1,0
1995,36,"GNB",0,"M/McMaJi00",100,1,0
1996,37,"GNB",0,"M/McMaJi00",100,1,0
1977,22,"TAM",0,"W/WillDo01",0,0,0
1978,23,"TAM",7,"W/WillDo01",7,1,0
1979,24,"TAM",18,"W/WillDo01",25,1,0
1980,25,"TAM",20,"W/WillDo01",45,1,0
1981,26,"TAM",19,"W/WillDo01",64,1,0
1982,27,"TAM",9,"W/WillDo01",73,1,0
1986,31,"WAS",0,"W/WillDo01",73,1,0
1987,32,"WAS",11,"W/WillDo01",84,1,0
1988,33,"WAS",15,"W/WillDo01",99,1,0
1989,34,"WAS",1,"W/WillDo01",100,1,0
1953,25,"CHI",0,"B/BrowEd01",0,0,0
1954,26,"CHI",3,"B/BrowEd01",3,1,0
1955,27,"CHI",9,"B/BrowEd01",12,1,0
1956,28,"CHI",11,"B/BrowEd01",23,1,0
1957,29,"CHI",6,"B/BrowEd01",29,1,0
1958,30,"CHI",10,"B/BrowEd01",39,1,0
1959,31,"CHI",13,"B/BrowEd01",52,1,0
1960,32,"CHI",7,"B/BrowEd01",59,1,0
1961,33,"CHI",4,"B/BrowEd01",63,1,0
1962,34,"PIT",5,"B/BrowEd01",68,1,0
1963,35,"PIT",21,"B/BrowEd01",89,1,0
1964,36,"PIT",12,"B/BrowEd01",101,1,0
1965,37,"2TM",1,"B/BrowEd01",102,1,0
1999,23,"NYJ",0,"P/PennCh01",0,0,0
2000,24,"NYJ",1,"P/PennCh01",1,1,0
2001,25,"NYJ",1,"P/PennCh01",2,1,0
2002,26,"NYJ",22,"P/PennCh01",24,1,0
2003,27,"NYJ",13,"P/PennCh01",37,1,0
2004,28,"NYJ",16,"P/PennCh01",53,1,0
2005,29,"NYJ",2,"P/PennCh01",55,1,0
2006,30,"NYJ",17,"P/PennCh01",72,1,0
2007,31,"NYJ",10,"P/PennCh01",82,1,0
2008,32,"MIA",19,"P/PennCh01",101,1,0
2009,33,"MIA",1,"P/PennCh01",102,1,0
2010,34,"MIA",0,"P/PennCh01",102,1,0
1970,21,"HOU",0,"P/PastDa00",0,0,0
1971,22,"HOU",7,"P/PastDa00",7,1,0
1972,23,"HOU",7,"P/PastDa00",14,1,0
1973,24,"HOU",5,"P/PastDa00",19,1,0
1974,25,"HOU",10,"P/PastDa00",29,1,0
1975,26,"HOU",14,"P/PastDa00",43,1,0
1976,27,"HOU",10,"P/PastDa00",53,1,0
1977,28,"HOU",13,"P/PastDa00",66,1,0
1978,29,"HOU",16,"P/PastDa00",82,1,0
1979,30,"HOU",14,"P/PastDa00",96,1,0
1980,31,"OAK",5,"P/PastDa00",101,1,0
